precision,recall,f1,f2
72.16494845360825,56.00000000000001,63.063063063063055,58.62646566164155
70.67264573991031,78.8,74.51536643026004,77.02834799608993
66.83250414593698,40.300000000000004,50.280723643169054,43.77579839235282
46.23529411764706,39.300000000000004,42.48648648648648,40.51546391752577
54.81400437636762,50.1,52.35109717868339,50.97680097680099
56.8,49.7,53.013333333333335,50.97435897435898
59.73154362416108,80.10000000000001,68.43229389149937,74.98595768582662
63.935886019590384,71.8,67.64013188883654,70.07612726917822
67.80402449693788,77.5,72.32851143257118,75.34512930196384
61.98412698412699,78.10000000000001,69.11504424778761,74.23954372623574
