precision,recall,f1,f2
81.5426997245179,88.8,85.01675442795596,87.24700334053843
99.00398406374502,99.4,99.20159680638723,99.32054356514789
83.08501314636284,94.8,88.55674918262496,92.19996109706284
94.85213581599123,86.6,90.53842132775745,88.13352330551596
86.1652739090065,92.80000000000001,89.35965334617237,91.39255465826275
99.48078920041536,95.8,97.60570555272541,96.51420511787224
87.16931216931218,65.9,75.05694760820046,69.28090832632464
90.59360730593608,99.2,94.7016706443914,97.35034347399412
97.82608695652173,99.0,98.40954274353876,98.76296887470072
98.73684210526315,93.8,96.2051282051282,94.74747474747474
