precision,recall,f1,f2
71.34831460674157,63.5,67.19576719576719,64.92842535787321
73.13746065057713,69.69999999999999,71.3773681515617,70.36139713305067
53.03983228511531,50.6,51.79119754350051,51.069842551473556
38.5048231511254,47.9,42.691622103386806,45.67124332570556
61.253196930946295,47.9,53.759820426487096,50.083647009619405
49.12621359223301,50.6,49.85221674876847,50.29821073558648
73.27981651376146,63.9,68.26923076923076,65.57881773399015
62.40070609002648,70.7,66.29160806375995,68.868108318722
70.10309278350515,74.8,72.37542331881954,73.81093349121768
63.16279069767442,67.9,65.44578313253014,66.89655172413794
