precision,recall,f1,f2
88.66799204771371,89.2,88.93320039880359,89.09308829404713
99.49799196787149,99.1,99.29859719438878,99.17934347477981
88.84615384615384,92.4,90.58823529411765,91.66666666666666
92.73084479371316,94.39999999999999,93.55797819623389,94.0613790354723
92.42105263157895,87.8,90.05128205128204,88.68686868686869
98.41427155599604,99.3,98.85515181682429,99.12158115392295
81.86475409836066,79.9,80.87044534412956,80.28536977491962
97.4155069582505,98.0,97.70687936191426,97.88254095085898
98.12067260138477,99.2,98.65738438587768,98.98223907403711
98.07692307692307,96.89999999999999,97.48490945674044,97.13311948676825
