precision,recall,f1,f2
79.36802973977694,85.39999999999999,82.27360308285164,84.12135539795115
99.2835209825998,97.0,98.12847749114819,97.44826200522404
76.11524163568774,81.89999999999999,78.90173410404624,80.67375886524823
87.94117647058823,89.7,88.81188118811882,89.3426294820717
78.48341232227489,82.8,80.58394160583941,81.89910979228486
97.42002063983489,94.39999999999999,95.88623666835957,94.98893137452202
75.68988173455979,57.599999999999994,65.41737649063032,60.4914933837429
91.85043144774689,95.8,93.78365149290259,94.98314495340074
95.03407984420643,97.6,96.29995066600888,97.07579073005769
95.38152610441767,95.0,95.19038076152304,95.07606084867895
