precision,recall,f1,f2
83.64717542120911,84.39999999999999,84.02190144350422,84.2483529646636
71.82280319535221,98.9,83.21413546487169,91.96578017481868
76.34615384615384,79.4,77.84313725490196,78.76984126984127
52.89156626506024,87.8,66.01503759398496,77.56183745583039
96.89349112426035,65.5,78.16229116945108,70.03849443969204
84.58498023715416,64.2,72.99602046617397,67.45114519857111
94.19431279620854,79.5,86.22559652928416,82.06028075970274
85.19212746016869,90.9,87.95355587808419,89.69804618117227
98.96142433234422,66.7,79.68936678614098,71.35216089002996
93.73601789709173,83.8,88.48996832101373,85.61503882304864
