precision,recall,f1,f2
90.041928721174,85.9,87.92221084953941,86.69761808639484
99.69418960244649,97.8,98.73801110550228,98.17305761895201
88.06544754571703,91.5,89.74987739087788,90.79182377455845
88.22992700729927,96.7,92.2709923664122,94.87833594976452
88.46899224806202,91.3,89.86220472440945,90.71939586645468
99.39024390243902,97.8,98.58870967741936,98.1139646869984
85.52338530066815,76.8,80.927291886196,78.39934667211107
94.73180076628353,98.9,96.77103718199608,98.03727200634417
98.30339321357286,98.5,98.4015984015984,98.46061575369852
98.65979381443299,95.7,97.15736040609139,96.27766599597585
