precision,recall,f1,f2
81.6196542311192,89.7,85.46927108146737,87.95842322023925
98.80478087649402,99.2,99.00199600798403,99.1207034372502
80.05050505050505,95.1,86.92870201096893,91.65381649961449
95.10337323177367,87.4,91.0891089108911,88.83919495832487
87.69074262461851,86.2,86.93898134140191,86.49407987156332
99.08906882591093,97.89999999999999,98.49094567404427,98.13552526062551
87.83610755441741,68.60000000000001,77.03537338573835,71.74231332357247
96.98492462311557,96.5,96.74185463659147,96.5965965965966
97.25490196078431,99.2,98.2178217821782,98.80478087649402
96.08993157380255,98.3,97.18240237271378,97.84989050368306
