precision,recall,f1,f2
87.68768768768768,87.6,87.64382191095547,87.61752350470094
98.90438247011953,99.3,99.10179640718562,99.22062350119903
86.37236084452975,90.0,88.1488736532811,89.25029750099168
92.02755905511812,93.5,92.7579365079365,93.20175438596492
87.64940239043824,88.0,87.82435129740519,87.92965627498
98.98887765419616,97.89999999999999,98.44142785319256,98.11585488073763
83.29519450800915,72.8,77.6947705442903,74.6819860484202
94.37022900763358,98.9,96.58203125000001,97.95958795562599
94.1398865784499,99.6,96.7930029154519,98.45788849347569
98.55072463768117,95.19999999999999,96.84638860630723,95.85179218687074
