precision,recall,f1,f2
75.46501328609388,85.2,80.03757632691404,83.05712614544746
98.66117404737385,95.8,97.20953830542871,96.35888151277408
70.85972850678733,78.3,74.39429928741093,76.68952007835456
83.37924701561064,90.8,86.93154619435136,89.2120259382983
80.43478260869566,70.3,75.02668089647813,72.11735740664751
93.33333333333333,96.6,94.93857493857493,95.92850049652432
69.28104575163398,53.0,60.05665722379604,55.613850996852044
93.12749003984064,93.5,93.31337325349303,93.42525979216626
92.3368022705771,97.6,94.8954788526981,96.4999011271505
96.29248197734294,93.5,94.87569761542365,94.04546368939853
