precision,recall,f1,f2
86.6080156402737,88.6,87.59268413247653,88.19430619151902
91.43407122232917,95.0,93.18293281020108,94.26473506648142
74.86910994764398,85.8,79.9627213420317,83.36572094830935
72.55859375,74.3,73.41897233201581,73.9450636942675
89.74641675854465,81.39999999999999,85.3696906135291,82.94273486855512
90.86161879895562,69.6,78.82219705549265,73.01720520352497
90.9090909090909,90.0,90.45226130653265,90.18036072144288
84.46866485013625,93.0,88.52927177534508,91.15859635365615
91.72346640701072,94.19999999999999,92.94523926985693,93.6940521185598
92.01637666325486,89.9,90.94587759231159,90.31545107494473
