precision,recall,f1,f2
42.58902791145332,88.5,57.50487329434698,72.8035538005923
98.7891019172553,97.89999999999999,98.34254143646409,98.07653776798236
78.68995633187772,90.10000000000001,84.00932400932402,87.56073858114674
90.93686354378818,89.3,90.11099899091826,89.62264150943395
85.54095045500506,84.6,85.06787330316742,84.78653036680699
0.0,0.0,0.0,0.0
81.55737704918032,59.699999999999996,68.93764434180137,63.081149619611146
93.92752203721841,95.89999999999999,94.90351311232064,95.49890460067715
94.71661863592699,98.6,96.61930426261637,97.7980559412815
94.90695396669932,96.89999999999999,95.8931222167244,96.49472216689902
