precision,recall,f1,f2
74.8936170212766,88.0,80.91954022988504,85.02415458937197
99.48347107438018,96.3,97.86585365853658,96.92028985507248
76.75619834710744,74.3,75.50813008130082,74.77858293075684
87.73125608568647,90.10000000000001,88.89985199802666,89.61607320469464
69.77928692699491,82.19999999999999,75.48209366391184,79.37427578215527
97.62396694214877,94.5,96.03658536585367,95.1086956521739
78.84615384615384,41.0,53.94736842105263,45.35398230088495
91.08159392789373,96.0,93.4761441090555,94.97427779976255
84.81989708404802,98.9,91.32040627885503,95.72202864885791
96.20901639344262,93.89999999999999,95.04048582995952,94.35289389067523
