precision,recall,f1,f2
63.589743589743584,49.6,55.73033707865168,51.88284518828452
51.25072716695753,88.1,64.80323648400147,77.02395523692952
67.9054054054054,20.1,31.01851851851852,23.393854748603353
37.714285714285715,39.6,38.63414634146342,39.20792079207921
71.38047138047138,21.2,32.69082498072475,24.66837328368629
71.1340206185567,13.8,23.115577889447238,16.452074391988557
36.7287784679089,88.7,51.94729136163983,69.1348402182385
60.60606060606061,66.0,63.18812829104835,64.84574572607585
64.91228070175438,70.3,67.49879980796926,69.15207554593744
56.08170844939647,60.4,58.16080885893115,59.48394721292102
