precision,recall,f1,f2
72.1311475409836,57.199999999999996,63.80368098159509,59.67035259753807
73.68421052631578,77.0,75.30562347188263,76.31318136769079
54.03472931562819,52.900000000000006,53.46134411318848,53.12311709178551
45.013979496738116,48.3,46.59913169319826,47.604967474866946
63.221476510067106,47.099999999999994,53.98280802292263,49.63119072708113
55.44554455445545,50.4,52.80251440544787,51.33428396822164
67.06204379562044,73.5,70.13358778625954,72.11538461538461
66.79462571976967,69.6,68.1684622918707,69.02023006743356
64.0746500777605,82.39999999999999,72.09098862642169,77.94173287930383
67.82945736434108,70.0,68.89763779527559,69.55484896661368
