precision,recall,f1,f2
80.0,89.60000000000001,84.52830188679246,87.5
98.69739478957916,98.5,98.59859859859861,98.53941576630652
81.2310797174571,80.5,80.86388749372175,80.64516129032259
90.89128305582761,92.80000000000001,91.83572488866898,92.41187014538936
77.71836007130125,87.2,82.186616399623,85.12299882858258
97.33464955577492,98.6,97.96323894684551,98.34430480750048
81.44611186903138,59.699999999999996,68.89786497403347,63.06782167758291
94.02697495183044,97.6,95.78017664376839,96.86383485510123
96.41791044776119,96.89999999999999,96.65835411471322,96.8031968031968
98.43587069864442,94.39999999999999,96.37570188871874,95.18047993547087
