precision,recall,f1,f2
88.82235528942117,89.0,88.91108891108892,88.96441423430628
99.89888776541962,98.8,99.34640522875817,99.01783924634195
92.00799200799202,92.10000000000001,92.05397301349326,92.08158368326336
93.20866141732283,94.69999999999999,93.9484126984127,94.39792663476875
89.53488372093024,92.4,90.94488188976378,91.81240063593003
98.30845771144278,98.8,98.55361596009975,98.7012987012987
83.82352941176471,79.80000000000001,81.76229508196722,80.57350565428109
97.67441860465115,96.6,97.1342383107089,96.8129885748647
98.60696517412936,99.1,98.85286783042395,99.000999000999
96.92765113974232,97.8,97.36187157789946,97.62427630265522
