precision,recall,f1,f2
63.76440460947504,49.8,55.92363840539023,52.0811545701736
56.786941580756015,66.10000000000001,61.090573012939,64.00077459333849
49.521988527724666,25.900000000000002,34.0118187787262,28.63143931019235
34.04255319148936,33.6,33.81982888777051,33.68758772809304
42.350746268656714,45.4,43.82239382239382,44.755520504731855
49.745331069609506,29.299999999999997,36.8785399622404,31.924166485073
44.75831763967357,71.3,54.9942151947551,63.74038977293044
49.76887519260401,64.60000000000001,56.22280243690165,60.96640241600604
56.134157105030894,63.6,59.634317862165965,61.95207481005259
55.93023255813954,48.1,51.72043010752688,49.485596707818935
