precision,recall,f1,f2
89.43661971830986,88.9,89.16750250752256,89.00680816980378
98.8035892323031,99.1,98.95157264103844,99.04057565460724
91.51643690349947,86.3,88.83170355120946,87.29516487962773
90.37735849056604,95.8,93.00970873786409,94.66403162055336
83.28840970350404,92.7,87.74254614292477,90.65128104830823
98.68951612903226,97.89999999999999,98.29317269076306,98.05689102564104
84.75967174677609,72.3,78.03561791689152,74.49000618174324
95.15503875968993,98.2,96.65354330708661,97.57551669316375
96.49122807017544,99.0,97.72951628825271,98.48786311181854
97.76422764227642,96.2,96.9758064516129,96.5088282504013
