precision,recall,f1,f2
56.36910732196589,56.2,56.28442663995994,56.23374024414649
56.76492819349962,75.1,64.65777012483858,70.54292692090925
39.905362776025235,25.3,30.96695226438188,27.298230470435914
29.04961147638972,48.6,36.36363636363637,42.834479111581174
43.77777777777778,39.4,41.473684210526315,40.20408163265306
0.0,0.0,0.0,0.0
47.659854976928145,72.3,57.44934445768772,65.52474170744969
41.427768409218665,73.7,53.04066210867219,63.76535732825748
59.303313508920986,69.8,64.12494258153423,67.41355997682055
0.0,0.0,0.0,0.0
