precision,recall,f1,f2
89.13502109704642,84.5,86.75564681724846,85.38803556992724
94.09937888198758,90.9,92.47202441505596,91.5223519935562
76.4760147601476,82.89999999999999,79.55854126679462,81.53029110936271
68.18596171376481,74.8,71.34000953743443,73.37649597802627
83.3984375,85.39999999999999,84.38735177865613,84.9920382165605
81.18279569892472,75.5,78.23834196891191,76.57200811359026
90.15544041450777,87.0,88.54961832061069,87.61329305135952
93.11087190527448,86.5,89.68377397615345,87.74599310204911
92.4257932446264,90.3,91.350531107739,90.71729957805907
85.83333333333333,92.7,89.13461538461537,91.24015748031495
