precision,recall,f1,f2
58.35351089588377,72.3,64.58240285841894,69.00171788509257
60.64374542794441,82.89999999999999,70.04647232784113,77.23122787404509
37.24137931034483,64.8,47.299270072992705,56.44599303135889
44.2350332594235,39.900000000000006,41.9558359621451,40.69767441860465
72.0173535791757,33.2,45.44832306639289,37.211387581259814
62.36786469344609,29.5,40.05431093007468,32.975631567180855
61.461794019933556,74.0,67.15063520871144,71.09915449654113
76.94204685573366,62.4,68.91220320265047,64.85138224901267
66.78170836928386,77.4,71.69986104678091,75.01453770110487
75.0,48.3,58.75912408759123,52.002583979328165
