precision,recall,f1,f2
89.37300743889479,84.1,86.65636269963937,85.10422991297308
93.80804953560371,90.9,92.33113255459624,91.46709599517007
83.33333333333334,79.5,81.37154554759468,80.23819136051675
64.6129541864139,81.8,72.19770520741395,77.66805924800607
82.94573643410853,85.6,84.25196850393701,85.05564387917329
86.60714285714286,67.9,76.12107623318386,70.96571906354515
93.56270810210877,84.3,88.69016307206734,86.00285655988571
83.37850045167117,92.30000000000001,87.61271950640722,90.36616408850598
90.279114533205,93.8,92.00588523786169,93.07402262353641
89.17576961271102,89.8,89.48679621325361,89.6744557619333
