precision,recall,f1,f2
84.89525909592062,77.0,80.75511274252753,78.45934379457917
96.03960396039604,87.3,91.46149816657936,88.91831330209817
72.11864406779661,85.1,78.07339449541286,82.14285714285714
46.57039711191336,90.3,61.4494726097312,76.0228994780266
94.885598923284,70.5,80.89500860585198,74.32005060088551
88.53092783505154,68.7,77.36486486486486,71.92211055276381
95.4177897574124,70.8,81.28587830080367,74.65204555040066
89.02439024390245,87.6,88.30645161290323,87.88121990369181
89.43589743589743,87.2,88.30379746835445,87.63819095477386
95.85798816568047,81.0,87.8048780487805,83.59133126934985
