precision,recall,f1,f2
74.70956210902592,83.6,78.90514393581878,81.65657354952138
95.94731509625126,94.69999999999999,95.3195772521389,94.94686184078603
63.52636127917026,73.5,68.15020862308762,71.26236183827808
81.52985074626866,87.4,84.36293436293437,86.15930599369086
72.83464566929135,74.0,73.4126984126984,73.7639553429027
92.98418972332016,94.1,93.53876739562624,93.87470071827613
65.02546689303905,38.3,48.206419131529266,41.73022444977119
91.02439024390245,93.30000000000001,92.14814814814815,92.83582089552239
91.4691943127962,96.5,93.91727493917274,95.45004945598417
96.17768595041323,93.10000000000001,94.61382113821139,93.69967793880838
