precision,recall,f1,f2
88.97058823529412,84.7,86.78278688524588,85.5210016155089
98.48837209302326,84.7,91.0752688172043,87.13991769547324
87.63127187864644,75.1,80.88314485729671,77.31109738521721
72.1729490022173,65.10000000000001,68.45425867507888,66.4014687882497
87.02201622247972,75.1,80.6226516371444,77.21571046679006
73.54838709677419,79.80000000000001,76.54676258992806,78.46607669616519
97.72079772079772,68.60000000000001,80.61104582843713,72.94768183751596
69.89795918367348,95.89999999999999,80.86003372681282,89.259121370067
82.62748487467589,95.6,88.64163189615205,92.6895481869304
77.75999999999999,97.2,86.39999999999999,92.57142857142857
