precision,recall,f1,f2
79.85480943738656,88.0,83.72978116079922,86.2406899255194
99.28716904276986,97.5,98.38546922300706,97.85226816539543
79.13602941176471,86.1,82.47126436781609,84.61084905660377
88.21811100292113,90.60000000000001,89.39319190922545,90.11338770638552
81.60469667318982,83.39999999999999,82.49258160237389,83.03464755077658
97.94450154162384,95.3,96.60415610745056,95.81741403579326
75.32133676092545,58.599999999999994,65.91676040494939,61.322729175387195
92.24880382775119,96.39999999999999,94.27872860635696,95.54013875123883
97.08249496981891,96.5,96.79037111334002,96.61593912695234
95.55106167846309,94.5,95.02262443438913,94.7083583884546
