precision,recall,f1,f2
43.372872614749866,84.1,57.23035045933991,70.80316551608014
98.98063200815494,97.1,98.03129732458355,97.4703874723951
81.45161290322581,80.80000000000001,81.12449799196787,80.9294871794872
88.20662768031188,90.5,89.33859822309971,90.03183446080382
82.82275711159738,75.7,79.10135841170323,77.02482702482702
0.0,0.0,0.0,0.0
66.57115568290354,69.69999999999999,68.09965803615047,69.05092133940954
89.03107861060329,97.39999999999999,93.02769818529131,95.60266980761679
95.60117302052787,97.8,96.68808699950569,97.35217997212821
95.83333333333334,94.3,95.06048387096774,94.60272873194221
